1 441	-2.8	446
1 441	-3.2	422
1 441	-3.2	418
1 441	-3.6	407
1 360	-4	398
1 360	-4	385
1 360	-4.4	379
1 360	-5.2	372
1 711	-5.6	418
1 711	-5.6	468
1 711	-6	461
1 711	-6.4	454
1 933	-5.6	447
1 933	-5.2	436
1 933	-4.8	447
1 933	-4.4	446
1 874	-3.6	444
1 874	-3.6	445
1 874	-2.8	449
1 874	-2.4	459
1 792	-2.4	457
1 792	-2	457
1 792	-2	448
1 792	-3.5	443
1 513	-3.5	443
1 513	-3.8	426
1 513	-4.1	421
1 513	-4.6	418
1 498	-5.2	420
1 498	-5.1	414
1 498	-5.1	450
1 498	-5.1	476
1 504	-5.1	473
1 504	-4.2	467
1 504	-3	467
1 504	-2.3	461
1 502	-0.8	462
1 502	-0.8	461
1 502	-0.8	463
1 502	-1.6	462
1 575	-2	462
1 575	-2.8	462
1 575	-2.4	462
1 575	-2.4	462
1 770	-3.2	462
1 770	-4.4	462
1 770	-5.2	439
1 770	-6.9	422
1 561	-8.4	430
1 561	-9.6	432
1 561	-10.8	435
1 561	-11.3	433
1 555	-12.8	431
1 555	-13.1	420
1 555	-13.3	453
1 555	-13.3	481
2 033	-14.1	481
2 033	-14	485
2 033	-12.7	499
2 033	-12	499
2 085	-11.3	444
2 085	-10.8	444
2 085	-10.1	446
2 085	-10.5	450
2 040	-11	451
2 040	-12	453
2 040	-12.4	452
2 040	-12.9	447
2 213	-14	445
2 213	-14.5	451
2 213	-15	457
2 213	-15.3	413
1 755	-15.8	414
1 755	-16	412
1 755	-16.1	408
1 755	-16.3	406
1 805	-16.5	396
1 805	-16.6	371
1 805	-12.4	400
1 805	-12.8	431
2 082	-12.8	431
2 082	-11.6	440
2 082	-10.8	450
2 082	-8.8	453
1 884	-8.4	454
1 884	-7.2	454
1 884	-6.8	453
1 884	-6.8	444
1 935	-7.2	437
1 935	-7.2	435
1 935	-6.8	433
1 935	-6.8	437
1 700	-6.4	438
1 700	-6.4	441
1 700	-6	441
1 700	-7	406
1 700	-6.6	398
1 700	-6.5	394
1 700	-6.3	394
1 700	-6.1	382
1 497	-6	373
1 497	-5.8	353
1 497	-5.6	343
1 497	-5.3	389
1 559	-5	459
1 559	-4.3	468
1 559	-3.8	469
1 559	-3.5	466
1 570	-2.7	465
1 570	-2.3	456
1 570	-2	453
1 570	-1.3	454
1 508	-1	457
1 508	-1	459
1 508	-0.9	459
1 508	-0.5	457
1 588	-0.4	459
1 588	-0.3	459
1 588	-0.3	475
1 588	0	442
1 454	0.2	414
1 454	0.3	404
1 454	0.3	400
1 454	0.5	398
1 296	0.6	393
1 296	0.7	382
1 296	0.6	397
1 296	0.6	434
1 435	0.6	453
1 435	1	439
1 435	1.30	451
1 435	1.30	448
1 463	1.20	447
1 463	1.30	448
1 463	1.20	449
1 463	1	449
1 548	0.3	447
1 548	0	449
1 548	0.8	448
1 548	0.4	448
1 562	0.4	448
1 562	-0.4	448
1 562	-0.8	455
1 562	-2	415
1 405	-2.3	401
1 405	-2.7	404
1 405	-2.9	404
1 405	-3.2	402
1 398	-3.4	398
1 398	-3.6	394
1 398	-3.6	392
1 398	-3.8	391
1 634	-3.9	397
1 634	-3.7	391
1 634	-3.4	391
1 634	-2.7	401
1 777	-2.6	413
1 777	-2	413
1 777	-2.1	413
1 777	-2.3	419
1 752	-2.6	419
1 752	-3.3	460
1 752	-3.4	476
1 752	-3.5	470
1 609	-3.4	466
1 609	-3.5	440
1 609	-3.5	420
1 609	-3.6	415
1 465	-3.7	411
1 465	-3.8	402
1 465	-3.8	399
1 465	-4.6	392
1 392	-5.3	394
1 392	-5.1	397
1 392	-4	393
1 392	-3.6	393
1 581	-3.2	394
1 581	-2.8	398
1 581	-2.8	396
1 581	-2.4	406
1 776	-2.4	406
1 776	-1.6	411
1 776	-2	411
1 776	-1.6	419
1 958	-2	431
1 958	-2.8	472
1 958	-3.6	474
1 958	-3.6	480
1 899	-4.4	481
1 899	-4.8	481
1 899	-5.2	442
1 899	-5.2	442
1 453	-5.2	441
1 453	-5.6	438
1 453	-6.4	440
1 453	-6.8	442
1 546	-6.8	426
1 546	-7.6	426
1 546	-7.6	412
1 546	-7.6	462
1 694	-6.4	478
1 694	-6	470
1 694	-5.6	466
1 694	-4.8	466
1 693	-4.8	469
1 693	-4.4	468
1 693	-5.6	468
1 693	-5.2	468
1 716	-5.2	468
1 716	-5.6	468
1 716	-5.6	473
1 716	-5.2	477
1 783	-5.6	477
1 783	-6.4	456
1 783	-6	428
1 783	-6	433
1 535	-6	431
1 535	-6	425
1 535	-6	424
1 535	-5.6	425
1 505	-5.6	434
1 505	-5.6	427
1 505	-5.6	418
1 505	-5.2	416
1 642	-5.6	455
1 642	-4.8	480
1 642	-4	473
1 642	-2.8	474
1 656	-2	472
1 656	-2	472
1 656	-2	471
1 656	-2.4	471
1 605	-2.8	472
1 605	-3.2	472
1 605	-3.2	471
1 605	-3.2	471
1 793	-4	470
1 793	-4.4	471
1 793	-5.2	442
1 793	-6	429
1 663	-6.4	429
1 663	-7.2	435
1 663	-7.6	439
1 663	-8.4	442
1 750	-9.2	436
1 750	-9.2	429
1 750	-10	451
1 750	-10.4	495
1 935	-10.4	497
1 935	-10.4	504
1 935	-9.6	452
1 935	-9.6	447
1 937	-8.8	445
1 937	-8.8	442
1 937	-9.2	429
1 937	-10.4	423
