2 032	-10.4	420
2 032	-10.8	430
2 032	-10.8	431
2 032	-11.2	433
2 043	-11.2	432
2 043	-11.6	432
2 043	-11.6	384
2 043	-12	388
1 685	-12	391
1 685	-12.4	384
1 685	-12.8	384
1 685	-13.2	378
1 762	-13.2	372
1 762	-14	362
1 762	-14.8	362
1 762	-15.2	388
1 935	-14	412
1 935	-13.6	392
1 935	-12.8	380
1 935	-11.6	396
1 870	-10.8	393
1 870	-10.4	385
1 870	-10	380
1 870	-9.6	352
1 960	-10	345
1 960	-11.6	335
1 960	-12.8	348
1 960	-13.2	385
2 087	-13.6	406
2 087	-14	421
2 087	-14	389
2 087	-15.6	396
1 722	-16.4	388
1 722	-16.8	387
1 722	-17.6	387
1 722	-18	382
1 783	-18.8	375
1 783	-18.8	360
1 783	-19.2	367
1 783	-19.6	400
2 064	-19.6	414
2 064	-18.4	421
2 064	-17.2	430
2 064	-15.6	429
1 936	-14.4	430
1 936	-13.2	429
1 936	-12.4	433
1 936	-12.4	430
1 936	-12.4	380
1 936	-13.2	379
1 936	-14.8	380
1 936	-16	392
2 136	-16	445
2 136	-17.2	447
2 136	-18	420
2 136	-18.4	442
1 829	-18.8	504
1 829	-18.4	490
1 829	-18	492
1 829	-17.6	495
1 803	-17.2	500
1 803	-17.6	506
1 803	-18	488
1 803	-18.4	487
2 026	-17.2	491
2 026	-13.2	491
2 026	-11.2	491
2 026	-9.2	496
2 049	-7.6	501
2 049	-6.8	501
2 049	-6.4	501
2 049	-7.2	501
2 067	-8	508
2 067	-9.6	529
2 067	-10.8	536
2 067	-13.6	536
2 052	-13.6	536
2 052	-14	536
2 052	-14.4	500
2 052	-15.6	498
1 795	-15.6	497
1 795	-15.6	498
1 795	-16.8	494
1 795	-17.2	492
1 786	-17.2	486
1 786	-17.6	480
1 786	-18	476
1 786	-18	474
1 895	-17.6	473
1 895	-15.2	471
1 895	-12.8	477
1 895	-10	479
2 035	-8	479
2 035	-6.4	485
2 035	-5.6	485
2 035	-4.4	492
2 057	-5.6	496
2 057	-7.6	497
2 057	-7.6	511
2 057	-6.8	510
2 080	-6.8	510
2 080	-7.2	510
2 080	-6.4	511
2 080	-6.4	494
1 650	-6.4	492
1 650	-6.8	490
1 650	-6	495
1 650	-6	492
1 655	-5.6	481
1 655	-5.6	469
1 655	-5.2	481
1 655	-5.2	494
1 703	-4.8	505
1 703	-3.6	506
1 703	-3.2	506
1 703	-2.4	485
1 597	-1.6	485
1 597	-1.2	486
1 597	-2	478
1 597	-2.8	475
1 591	-3.2	475
1 591	-3.2	485
1 591	-3.2	480
1 591	-2.8	478
1 680	-2.8	481
1 680	-2.8	483
1 680	-2.8	470
1 680	-4.8	443
1 525	-5	445
1 525	-5	442
1 525	-5.5	441
1 525	-6.1	443
1 574	-6.7	441
1 574	-7.3	431
1 574	-7.2	440
1 574	-8.4	474
1 868	-8.8	483
1 868	-9.2	483
1 868	-8.4	491
1 868	-9.2	495
1 885	-9.6	497
1 885	-9.6	493
1 885	-8.8	495
1 885	-9.2	505
2 004	-9.6	520
2 004	-10.4	522
2 004	-10.8	533
2 004	-10.8	537
2 123	-11.2	525
2 123	-12	525
2 123	-12	465
2 123	-12	414
1 891	-12	428
1 891	-12.4	429
1 891	-12.4	428
1 891	-13.2	425
1 774	-13.2	415
1 774	-13.2	404
1 774	-13.2	396
1 774	-14	395
2 011	-13.6	413
2 011	-13.2	405
2 011	-11.2	420
2 011	-10	424
1 912	-9.2	433
1 912	-8.4	482
1 912	-9.2	477
1 912	-9.6	471
1 983	-10	470
1 983	-11.2	470
1 983	-12	470
1 983	-12.8	470
2 185	-14	462
2 185	-14.4	465
2 185	-15.2	415
2 185	-15.2	398
1 833	-15.1	403
1 833	-15	406
1 833	-15	406
1 833	-15.7	407
1 870	-16.1	399
1 870	-16	382
1 870	-16.5	390
1 870	-17	423
2 121	-17.9	420
2 121	-16.5	426
2 121	-16.1	435
2 121	-15.1	437
2 000	-14	433
2 000	-13.2	425
2 000	-11.8	426
2 000	-12.1	422
2 079	-13.2	421
2 079	-12.9	420
2 079	-13.9	425
2 079	-15.3	431
2 313	-15.5	431
2 313	-16	443
2 313	-16.5	429
2 313	-17	411
1 927	-18.3	425
1 927	-19.5	427
1 927	-20	426
1 927	-20.6	406
1 962	-21	397
1 962	-21.3	397
1 962	-20.8	409
1 962	-21.2	438
2 230	-20.8	434
2 230	-19.2	436
2 230	-17.2	445
2 230	-14	451
2 005	-12	444
2 005	-11.6	445
2 005	-10.8	440
2 005	-10.4	435
2 085	-10.4	434
2 085	-11.2	433
2 085	-13.6	430
2 085	-15.2	426
2 212	-16	430
2 212	-15.6	440
2 212	-13.6	445
2 212	-12.4	443
