105.25	117.75	130.53	136.33	136.82	137	110.67	120.75	120.64	131.6	140.13	147.92	150.78	157.23	160.71	167.1
110.62	118.33	131.16	138.4	136.44	134.36	118.5	121	128.78	130.63	142.5	148.27	147.14	157.33	161.43	167
108.87	116.86	131.24	139.67	139.5	134.92	121.14	122.67	131.64	128.93	145.21	150	148.38	158.15	160.78	165.91
109.74	120.94	132.17	139.36	141.1	134.67	124	126	128.88	135.21	145.67	151.17	152.56	159.44	161.88	167
115.83	127.17	138.44	142.4	143.2	143.2	128.5	140.33	135.25	143.2	150.62	157.38	157.33	163.42	163.33	170.44
112	124.45	133.27	138.08	141.9	144.45	129.5	142.67	128.13	142.5	148.07	153.45	155	159.53	165.5	169.91
107.12	118.75	130.63	137	140.8	139.25	129	136.71	123.21	136.38	144.69	151.36	155.11	159.93	164.63	167.5
87.67	103.8	125.07	131	136.33	139.85	127	140.17	109.44	116.25	136.33	143.8	148.4	156.93	162.57	168.7
97.85	109.85	122.13	129.27	135.1	141.73	131.8	149.6	110.92	125.78	136.17	141.89	147.44	157.42	163	171.71
102.31	114.73	129.13	135	139.83	143.75	136.83	147.14	120.25	126.71	142.21	148.56	151.73	159.23	162.57	170
102.82	116.14	133.06	137.8	141.2	147.45	141.67	149.75	119.85	130	144	150.78	153.11	159	164	168.56
89.27	104.8	123.62	130.89	136.11	145.3	140.17	150.38	111.27	116.18	135.17	141.33	148.22	157.67	162.75	170
72.78	85.27	110.88	123.29	131.55	144.23	139.29	149.9	92.18	100.57	122.31	132.42	143.4	157.69	162.43	169.44
70.93	83.27	108.54	120.54	128.8	138.22	139.33	149.25	90.07	105.5	125.36	132.5	142.2	153.33	162.29	167.22
62.78	79.56	103.44	116.5	124.73	138	139.29	148.56	82.47	99	116.53	127.57	139.1	153.08	162.13	166.89
63.06	86	106.92	119.08	130.13	136.5	145	153.29	82.33	103.17	119	130.64	140.13	150.73	160.71	167.3
72.62	92.58	114.79	125.36	131.78	138	143.43	151.11	100.5	108.45	127.82	138.45	144.89	154.69	163.75	171
84	99.2	115.69	125.42	131.22	139.91	142.83	150.43	104.17	112.07	126.38	136.18	141.75	156.73	164.25	169.5
93.53	104.45	120.86	131.2	135.67	138.78	145.4	153.14	113.27	117.36	134.23	140.3	143.78	154.92	164.38	171
91.61	100	121.76	132.73	137	139.3	145.67	152.38	109.41	116.25	136	143.27	146.89	156.42	164	170
82.44	98.13	119.53	131.73	138.22	138.11	145.75	153	98.93	115	134.08	141.3	147.38	154.73	161.86	168.38
70.71	84.8	115.83	126.4	134.22	137.44	140.83	149.14	99.5	101.11	127.2	136	144.13	153.2	161.14	167.5
75.5	90.14	108.25	119.91	128.5	133.42	139.33	152.22	99.33	108.5	125.31	134.36	136.57	151	161.63	169.4
83.57	111	118.07	126.17	132.11	137.22	139.6	147.83	105	118.75	131.46	136.08	144	152.82	159.63	168
91.21	108.83	123.13	129.75	131.25	137.33	139.86	151.63	108.25	120.5	133.4	139.92	144.88	153.14	159.1	168.33
90	110.71	123	130.7	130.13	139.18	135.75	148.5	110.06	124	134.33	140.73	145.78	152.79	159	168.36
68.64	81.7	105.7	118.14	130.17	138.67	139.25	150.57	85.87	103	120	134.22	104.29	153	159.38	167.78
71.53	92.57	104.63	115	126.67	136.7	137.25	142.63	93.8	107.15	121.94	129.1	142.43	154.5	158.71	167.9
87.11	101.13	115.93	124.92	129.1	135.11	135.6	141.86	103.73	113.8	128.67	136.92	145.25	153.64	158	168.22
88.06	104.1	117.81	126.08	129	136.09	135.5	147.83	104.73	115.88	128.67	136.23	142.44	153.17	158.17	168.57
74.31	103.17	106.77	121.78	126.86	136.9	138.33	145.8	95.73	114	120.86	132.2	141.63	152.82	158	167.63
63.78	89.13	105.5	118.18	124.63	136	138.75	141.43	89.22	104.33	116.81	126.75	140.78	153.54	157.29	166
69.58	91.14	108.5	119	127.56	132.3	135	143	94.2	108.79	122.08	130.45	142.89	150.31	155.75	164.22
78.94	96.33	113.4	122.33	131.75	138.7	137.4	142.29	95.2	110.25	123.93	132.33	145.25	152.54	156.88	164.6
78.5	96.89	113.06	120.08	134.18	139.57	140.14	145.11	94.72	109.43	122.47	130.93	146.25	153.72	158.55	166.38
83.31	98.75	115.35	121.91	136.78	138.91	141.5	146.38	107.08	103.25	123.33	133.08	145.88	153.5	158.88	166
88.22	101.81	116.35	130.08	138.56	138.62	138.83	143.38	101.94	112.85	127.5	141.92	147.67	154.31	159.33	167.55
89.5	106.13	118.44	131.54	140.67	140.18	138.2	143.57	102.13	115.43	128.13	141	149.33	153.23	159.13	166.8
95.45	107.15	121.31	132.64	138.14	140.71	141.67	142.5	110.59	118.67	131.11	142.27	149.46	154.69	158.9	164.86
97.67	110.29	125.06	135.55	142.5	144.18	142.4	145.14	118.53	124.38	137.8	146.45	154.56	159.86	162.25	167.7
91.88	113.58	127.53	138.4	144.67	143.4	138.83	145.14	124.5	127	138.23	149.78	156	156.92	161.78	167.7
96.8	115	130.93	141.64	145.5	140.56	140.8	144.83	118.27	126.92	141.55	150	155.75	157.3	161.75	167.75
84	108.92	128.38	144.3	148.13	141.78	142.17	143.33	108.8	123.8	140.82	153.22	156.88	158.18	160.22	166.1
89	114.71	130.83	139.42	145.2	146.9	148	151.6	112.21	123.57	141.92	150.18	153.82	159.17	164.86	169.38
95.86	109.6	129.25	140.54	144.11	142.78	138.75	147.33	115.67	124.2	141.67	149.3	153.4	159.33	164.71	168.5
84.57	116.4	127.21	136.42	141.11	146.44	142.33	149	112.75	126.5	140.86	149.5	154.44	160.5	164.4	168.33
82.9	110.67	115.5	128.4	132.86	140.43	136.5	145.8	105.77	123	129.5	139.33	147.71	156.14	160.2	168.86
53.85	94.33	103.4	118.33	125.7	132.33	130.4	140.25	81.92	109.5	114.07	130	138.22	154.78	162.67	170.22
53.44	87.71	104.47	119.36	128.7	135.88	133.75	150.4	78.86	101	114.86	126.67	139.27	154.78	164.8	172.86
88.43	108	118.14	130.15	136.6	144.92	137.67	145.4	109.62	118.4	130.36	140.45	150.7	164.5	172.17	178.29
103.17	111.3	129	134.42	140.64	146.92	141.83	145.43	124.06	128	139.5	145.6	157.8	171.91	179.29	184.56
122.87	120.5	139.43	146.82	147.8	153.75	143.83	151.38	148.27	139.43	154.38	158.89	167.44	179.17	182.57	189.1
99.17	119.25	138.07	146.08	150.64	154.77	150	152.57	138.33	137.14	153.36	158.45	165.4	174.19	180.88	187.33
100.31	121.64	134.69	143.5	148.73	156.25	153.2	161.17	126.86	129.91	148.2	155.64	162.2	175.64	181.17	188.38
110.31	130.55	141.07	150.64	156	161	155.33	164	126.33	136.67	149.64	163	169	178	180.8	209.25
124.33	133	154.56	155.82	159.42	160.86	152.75	164.5	152.54	151.56	172.79	170.18	175.18	183.86	182.86	195.56
131.33	132.4	155.05	158.15	164	167.75	157.67	162.88	164.2	161	175	176.42	180.83	186.5	182	194.33
121.78	143.31	159.54	163	169.22	170.36	166.71	172	155.88	166.5	175.62	177.44	179	181	184.17	189.6
136.73	153.27	161.14	166.11	173.25	174.09	159	169.5	169.38	167	179.82	180.5	182.25	190.2	187.4	197.5
183.85	193.18	191.62	193	192.89	186.33	170.5	172	247.5	230	226.64	232.43	228.43	205	213.25	205.5
179.29	170.33	183.87	182.18	185.3	185.73	165.5	170.33	245.67	221.43	217.55	216.13	215.5	209.5	221	207.86
171.6	174.29	186.15	184.71	182.25	180.67	177.6	177.2	263.17	242	226	213.83	210.71	205	214	174.29
125.56	142.4	175.15	178.3	182.5	178.33	172.4	177.4	198.43	192.29	201.8	204.11	205.78	202.25	206	200.67
102.94	120.67	146.5	160.38	166.92	172.69	175.29	179.89	157.43	162.21	177.67	191.64	194	199.17	206.43	211
106.37	126.63	150.94	161.08	167.33	173.3	169.17	176.67	144.69	151.71	171.69	179.73	186.67	195	199.71	205.11
124.76	147.64	158.93	168	175.09	175.92	170.8	177	162.53	176.78	177.21	181.55	185.6	191.92	198.17	200.2
84.06	114.4	138.56	155.82	162.82	165.83	167.33	171.13	109.24	135.32	157.27	168.18	178	183.75	194.86	198.8
54.37	75.27	117	135.31	144	153.67	156.83	163.5	98.75	98	142.62	155.67	163.7	181.78	192.5	198.43
78.77	95.63	122.59	137.36	147.1	152.91	147.75	156.33	108.33	118.08	147.29	161.91	167.22	177.55	189.8	196.5
101.94	118.69	132.89	146.62	154.73	161.23	161.17	166.29	123	132.77	145.53	162.62	168.73	179.46	186.75	193.56
97.42	116.33	134.19	143.5	152.17	161.62	163	167.29	120.93	131.73	152.36	158.77	166.73	179.67	189.5	194.22
98	120.14	133.87	146.08	154.7	162	160.6	164.4	122.92	144.83	151.45	161.5	170	180.25	191.67	195.57
93.75	110.85	134.27	148.77	154.11	160.67	160.6	162.9	125.5	126.11	148.17	161.2	168.22	180.33	191.5	195.86
96.36	121.33	138.31	148.73	157.11	163.78	160	162.5	126.36	135	153.73	164	170.1	181.11	191.8	197
95.5	119.3	136.69	144.5	151.9	158.22	159	158	120.45	137.11	149.91	158.22	165.56	174.67	184	190
94.69	118.7	135.06	146.08	154.36	160.18	159.83	163.14	121.64	134.78	147.85	157.18	166.1	175.18	187	191.44
96.53	117.71	134.12	144.46	152.08	159	159	167	119.79	136.43	146.47	156.15	164.42	173.92	184	190
90	110.57	133.6	141.75	147.36	155.92	157.33	163.86	125.71	124.46	146.79	154.33	160.73	172	181	188.44
84.69	110.92	131.93	140.33	147.5	155.92	159.83	162.86	111.21	129	144.67	152.33	161.3	172.92	182.33	188.29
93.73	115.13	129.92	139.55	147.45	155.08	156	160.57	116.87	130.86	142.64	150.75	159.08	170.5	185	187.25
88.53	107	127.54	138.67	146.83	151.91	154.17	157.5	114.86	128.29	140.75	151.62	161.92	170.27	181.86	187
80.47	101.75	125.72	137.36	144.46	151.57	154.83	158.14	106.93	125.75	139.13	148.86	159.77	168.86	181	186.4
72.78	92.82	125	135.67	142.6	151.1	156	161.2	109.67	107.45	136.5	145.67	154.5	168.09	183.75	188.83
81.69	105.13	127.82	136.57	145.92	153.62	155	160.17	109.06	123.08	141.4	149.93	160.46	170.92	180.5	187.9
100.29	116.88	132.79	141.33	147.87	154.8	156.67	160.71	121.18	131.27	146.06	155.13	161.07	169.6	181.86	189.8
121.88	130.09	145.37	146.42	154.3	160.17	157.2	164.29	157.87	156.11	167.27	163.91	170.8	181.83	185	191.2
102.95	123.5	134.95	143.44	149	155.87	156.5	162.71	150.87	127.89	169.47	215.82	213.4	201.25	210.83	187.1
85.25	96.69	128.5	139.13	147.17	154.64	154.6	162	126.43	116.25	142.31	153.25	163.67	171.92	186	188.67
89.64	107.36	129	139.91	147.5	153.27	156	163.67	114.2	126.08	141.53	152.64	162.1	170.64	188.25	191.88
73.63	110.85	131.07	138.36	143.44	150	148.67	159.6	117.44	128.62	142.07	150.91	160.33	168.45	181.5	187
97.38	111.86	132.88	143.23	149.45	154.55	154.8	157.6	123.46	136.71	147.5	157.08	166.18	172.25	179.33	186.38
98.14	94	128.33	139.67	147.7	155.3	159.75	163	128.5	117.54	141.46	153.18	162.09	171.8	182.83	189
96.25	101.2	131.33	141.64	147.55	154.36	157	163.8	120	117.04	142.57	153.14	161.55	170.08	183.4	188.43
103.29	126.85	138	147.21	154.27	160.36	157.33	164.5	132.33	141.67	149.71	158.27	165.64	172.91	186.25	188.8
97.25	116	133.86	143.08	150	156.64	155	161.25	120.71	135	144.4	155.08	162.33	171.67	181.2	187.86
94.72	112.57	130	138.86	144.55	151	144.33	156	112.19	127.33	141	152.62	157.4	166.75	177.5	185.86
87.67	98	125.71	139.45	145.89	152.3	138.5	154.67	118.89	112.6	137.92	151.09	158.56	168.27	176.8	184
93.36	107.13	127.71	139.82	146.27	152.91	136	153	117.21	121.63	137.69	150.5	157.82	166.83	175.25	183.67
94.7	114.54	131.76	141.23	146.91	152.42	135.5	152.33	112.41	126.92	140.27	151	157.09	165.54	174.5	183
69.69	105.83	127.29	138.75	144.5	150.2	136	149.67	94.12	121.4	137.13	147.69	156.1	163.3	173.5	179.83
75.82	99.75	123.88	137.5	143.36	149	138.5	144	100.56	121.25	133.41	147.14	153.55	162.83	170.75	181.17
85.71	82.15	119.83	133.7	140.88	150.13	138	154.5	104.29	99.64	129.31	142.73	150.44	161.36	168	179.33
78.21	86.57	120.24	129.5	137	146.27	136.5	149.67	101.67	105.67	129.36	140.5	146.91	158.62	167	177.67
89.89	102.92	123.64	131.67	139.3	145.33	141.25	149.2	105.29	115.92	133.5	142.83	150	152.91	163.8	177.13
111.64	115.63	126.85	134.55	139.9	145.63	139.5	144	121.31	126	136.62	144.73	150.3	158.3	161.5	176.17
116.67	108	127.91	135	140	145	136.67	146	130.83	125	138.33	144.75	151.29	160	162	179.4
84	93.77	123.57	132.75	138.64	143.33	133	150.33	108	108.17	133.75	141.58	148	157.5	160.33	176.2
85.75	96	124.57	134	138.63	145.43	134.33	146.25	107.36	118.42	135.92	143.17	149.63	158.7	162.33	176.29
83.85	102.78	123.71	132.3	136.78	142.13	136	140.33	106.5	120.75	133.54	142.5	147.89	157	158.5	174.83
79	91.14	115.5	126.92	130.67	138.67	132	135	98.67	117.83	127.07	137.54	142.44	152.17	155.75	170.88
68.14	95.2	109.31	121.33	128.67	135.29	127.33	130	84.8	115.6	121.79	135.33	141.14	148.5	148	163.33
77.5	87	108.62	120.6	124.25	133.5	125	125.5	105.83	103.2	124.08	133.91	139.13	148.36	148	157.14
77	87.63	108.67	115.45	121.55	126.75	118.33	120.33	101.92	102.73	120.6	130.67	134.83	146.08	150.2	159.71
74.79	93.94	109.75	114.64	119.38	121.67	109	110	99.69	106.4	118.82	128.1	133	139.4	146.8	153.29
61.33	75.8	92.53	103.79	104.73	102.25	113	115	87.19	89	102.87	114.93	118.23	127.54	144	151.75
45.46	76.6	80.62	91.22	94.33	92.5	114	116.33	74.58	99.25	104.18	115.1	124.1	133.11	142.25	151.6
35	43.9	70	84.33	90.38	98.83	119.5	123	54	62.44	84.58	100.5	109.2	120.2	129.8	144.67
36.25	49.36	68.31	83.25	87.75	92.44	103	106	61.82	70.2	86.25	98.89	109.89	118.45	128.2	142
64.31	72.2	84.82	92.11	95.78	98.86	97.67	100.33	86.92	92	99.33	107	112.1	121.6	132.8	144.17
87.79	75	89	93.2	97.44	98.14	89	91.67	115.71	101.71	106.83	111.75	114.6	124	133.67	144.83
80.41	73.5	89.43	95	98.9	99.88	86.67	88.67	108.25	96.57	106.57	112.67	115.75	124.09	131.33	143.17
77.5	59	78.82	90.75	94.5	98.14	87.33	89.67	99.2	80.45	97.45	111.55	114.2	122.5	132.4	142.6
45.88	46.55	69.75	86.1	96.22	99.33	87.33	88.33	75.5	75	90.9	106	113.8	121.88	131.6	140.6
32.33	47.11	66.38	82.71	91.89	93.25	76	76.5	55.71	69.2	88.2	101.56	110.9	118.6	128.83	135.2
46.54	53.43	56.2	76	84.89	88.86	80.33	85	69.5	74.86	78.36	91.18	101.3	114.89	128.17	135.5
83.67	60	71.83	87.55	94.13	94.33	78.33	83.33	107.23	87	99.17	109.09	113.78	121.13	127.83	134.83
141.86	52	56.75	88.33	84.17	88.6	71.5	74	149.86	83.8	88	106	108.86	120.14	128.4	133.6
46.79	50.38	66.36	83.82	92.67	99	78.33	83.33	75.64	86	88.33	102.18	110.5	121.82	126.8	136.33
27.69	44.75	58.82	78.9	88.63	98.5	78.33	82.33	55.54	80	78.18	95.3	109.38	120.71	123	132.4
26.54	41.75	56.36	71.7	81	90.67	71.5	73.5	50.07	65	76.08	89.5	100.22	114.57	122.6	131.6
27.79	38.17	50	67.38	78.43	88.14	75.33	79.33	53.86	57.4	69.8	81.4	94.56	111.25	121.4	127.57
43.54	56.57	66.75	77.3	86.89	91.57	76	70	81.42	79.5	89.25	95.64	106.6	116.38	123.4	125
94.46	70	75.31	78	84.56	92.57	77	79	121.15	90.25	93.23	94.44	104.22	117	119.75	128.6
92	54.7	72.36	77.56	82.5	86.2	71	72	110.83	70.5	84.64	93.36	99.44	113.29	118	126.8
85.18	73.78	75.75	85.33	87.86	88.2	89	79	118	94.11	94.73	103.5	108.13	118.43	124.17	131.67
82.69	78.84	78.67	85.56	89.38	93.63	93.5	81.33	111.08	102.43	96.3	102.56	110.38	116.86	123.25	130.5
60	66	74.69	80	85.25	90.29	96.33	73	81.93	91.2	91.57	96	105.5	112.63	123	127.5
35	49.25	59.29	70.85	78.45	87	80.5	69	53.79	75.5	74.77	86	97.6	109.13	119.25	125
50.33	49.46	62.77	73.25	80.6	88	72.5	67	75.7	75.45	78.33	87.18	98.9	107	120	126.25
41.15	51.92	64.71	73.92	78.9	86.38	75.67	75.67	68.69	73.8	79.85	88.17	96.4	106.4	117.5	125
45.43	54.5	64.36	74.18	80	85.43	76.67	78.67	69.43	76.4	77.77	85.18	97.22	106.56	117.25	126.6
29.08	46.33	57.62	69.45	75.78	84.63	82.75	87	52.31	68.6	72.83	82.64	93.4	103.7	112.67	121.33
28.08	44	57.25	66.42	73.64	81.25	79	82.33	47.57	61.33	68.38	78.36	87.36	100.11	105.25	118
22.57	24.3	48.67	59.55	70.3	80.57	78	80.67	40	39.11	59.82	71.91	81.8	98	101	117.4
16.82	24.38	43.23	55.18	63.3	73.13	76.67	79.33	36.5	37.5	55.58	66.82	75.5	87.56	92.75	114.4
14.7	23.2	40.21	50.67	59.11	64.86	66	68.33	30.5	35.8	51.57	61.67	70.3	79.78	89.6	118.43
13.93	22.43	36.62	45.18	52.8	58.63	50	50.5	26.93	34	47.5	54.75	64.11	76.11	84.5	103.5
13.41	18.2	32.78	43.11	50.29	55	42	44	26.64	34	44.25	53	61.71	69.57	83	96.25
14.17	16	32	39.67	46.86	48.75	51	55	26.43	26.29	44.5	50.67	57.86	68.33	79.67	103.25
13.75	17.3	29.18	38.91	45.56	50.5	48	51	28.09	30.82	42	49.91	56.67	66.43	78.25	100.2
10.13	17.11	27.55	35.7	42.11	49	42.5	44	20.93	27.89	36.82	45.42	52.78	63.11	73	85
11.5	16.83	25.86	35.18	42.8	49.1	44.67	47	22.19	28.57	36.36	45.77	53.91	64.91	77.4	94.83
15.92	21.67	27.73	36.18	42.14	48	46	48.5	26.54	34.75	37.3	45.9	52.75	62.63	69.67	93.5
23.4	21.89	30.93	39.38	44.56	49.5	42.33	44.67	34.6	33.56	40.08	48.25	55.11	63.22	68	88.8
27.83	28.57	34.9	40.9	42.86	49.5	36.5	37.5	40.92	39.67	45.5	51	55.63	66.44	69.5	83
41.38	37.29	40.73	44.75	47.63	50.14	40.33	43.67	57.15	56	56.64	59.67	64.11	69.89	75.4	90.17
29.2	34.6	37.5	39.91	42.11	47.13	45.25	43	40.94	47.75	47.77	51.91	55	62.78	69.4	86
14.43	17.75	27.9	34.44	37.25	42.71	43	44	27.43	25.43	36.4	44.44	50.13	57.88	65.25	82.8
10.38	17.27	25.54	33.17	40.67	44.5	35.5	36	20.85	25.9	34.5	43.55	52.44	58.67	62.75	68
7.33	16	23.55	32.63	40.14	44.57	39.33	42.33	18.33	25.43	31.3	42.38	51.5	58.63	62	75.6
9.12	17.43	21.36	28.67	34.9	40	40.67	43	17.6	25.17	29.85	37.76	46.5	57.78	63.75	76.4
18.4	25.17	32.7	35.63	41.29	33.5	35	43	42.71	25.8	36.75	43.1	50.38	59.67	68	75
34.85	45.44	30.8	39.25	39	42	33.67	35.67	61.38	76.44	50.7	53.25	55.71	62.43	66.75	77.6
41.81	47.25	38.7	42.22	43.13	47.63	35.67	37.83	70.25	74	54.33	55.63	60.75	67.78	69.75	77.8
